Season,Team,Conference,Points_for,Points_against
2023,Samford,Southern,13,45
2023,North Texas,American Athletic,40,37
2023,Southwest Minnesota State,Northern Sun,10,49
2023,Grove City College,Presidents',27,24
2023,Henderson State,Great American,27,24
2023,Ohio Dominican,Great Midwest Athletic,17,18
2023,Elmhurst,CCIW,6,74
2023,University of Mary,Northern Sun,10,41
2023,Vanderbilt,SEC,37,40
2023,Murray State,MVFC,14,35
2023,McNeese,Southland,3,17
2023,Prairie View A&M,SWAC,0,69
2023,Texas Southern,SWAC,7,59
2023,Duquesne,NEC,7,66
2023,Stony Brook,CAA,7,31
2023,Arkansas-Monticello,Great American,19,59
2023,Keiser University,,25,49
2023,Wooster,North Coast,20,49
2023,Ave Maria University,,27,14
2023,Houston Christian,Southland,7,66
2023,East Tennessee State,Southern,3,63
2023,Tarleton State,UAC,3,41
2023,Walsh,Great Midwest Athletic,28,31
2023,Tennessee,SEC,16,29
2023,South Alabama,Sun Belt,33,7
2023,Southern Illinois,MVFC,26,25
2023,Mississippi Valley State,SWAC,7,35
2023,Stephen F. Austin,UAC,41,7
2023,North Alabama,UAC,20,7
2023,Alabama A&M,SWAC,10,20
2023,Findlay,Great Midwest Athletic,45,3
2023,Louisiana,Sun Belt,41,21
2023,Hillsdale,Great Midwest Athletic,14,38
2023,San José State,Mountain West,17,21
2023,East Central (OK),Great American,24,13
2023,Washburn,Mid America,24,10
2023,Southern Arkansas,Great American,24,52
2023,Emporia State University,Mid America,38,0
2023,Southern Nazarene,Great American,42,29
2023,West Alabama,Gulf South,16,23
2023,Bowling Green,Mid-American,6,31
2023,Augustana University (SD),Northern Sun,24,16
2023,Akron,Mid-American,3,35
2023,Syracuse,ACC,35,20
2023,Pittsburgh,ACC,6,17
2023,BYU,Big 12,38,31
2023,Georgia Tech,ACC,23,48
2023,Ferris State,GLIAC,10,17
2023,Incarnate Word,Southland,27,20
2023,Chadron St,Rocky Mountain,19,55
2023,New Mexico State,Conference USA,27,17
2023,Lincoln (CA),,20,41
2023,West Georgia,Gulf South,38,35
2023,Wyoming,Mountain West,10,31
2023,TCU,Big 12,36,13
2023,Northwest Missouri St,Mid America,6,17
2023,Florida Atlantic,American Athletic,14,48
2023,Hawai'i,Mountain West,10,55
2023,Sacramento State,Big Sky,30,23
2023,Southeastern Oklahoma State,Great American,3,36
2023,Texas A&M-Kingsville,Lone Star,30,9
2023,Midwestern State,Lone Star,0,23
2023,Jackson State,SWAC,34,77
2023,Angelo State,Lone Star,24,27
2023,Southern Utah,UAC,21,23
2023,Colorado State,Mountain West,35,43
2023,Whitworth,Northwest,24,17
2023,Linfield College,Northwest,17,10
2023,Pacific (OR),Northwest,17,24
2023,Kansas,Big 12,31,24
2023,Fresno State,Mountain West,29,0
2023,UTEP,Conference USA,10,31
2023,College Of New Jersey,New Jersey,9,34
2023,Arkansas-Pine Bluff,SWAC,24,31
2023,Georgia State,Sun Belt,30,17
2023,Brown,Ivy,31,34
2023,Wisconsin,Big Ten,38,17
2023,Hardin-Simmons,American Southwest,10,37
2023,NC State,ACC,24,21
2023,Boise State,Mountain West,34,31
2023,Air Force,Mountain West,45,20
2023,Oklahoma,Big 12,20,6
2023,Salve Regina,Commonwealth Coast,34,7
2023,Concord University,Mountain East,27,44
2023,Western Kentucky,Conference USA,24,27
2023,Tulsa,American Athletic,22,14
2023,West Chester,Pennsylvania State Athletic,14,23
2023,Kentucky,SEC,45,28
2023,Northwestern (MN),Upper Midwest,17,54
2023,Bryant,Big South-OVC,16,13
2023,Wisconsin-Stevens Pt,Wisconsin,7,30
2023,Butler,Pioneer,28,18
2023,Florida State,ACC,31,24
2023,Virginia Tech,ACC,17,24
2023,Army,FBS Independents,16,29
2023,Curry College,Commonwealth Coast,7,31
2023,Rutgers,Big Ten,7,31
2023,PennWest California,Pennsylvania State Athletic,31,10
2023,William Jewell,Great Lakes,27,55
2023,Denison University,North Coast,55,24
2023,Bentley,Northeast 10,13,6
2023,Worcester St,MSCAC,0,59
2023,Thomas More College,,26,10
2023,Alma,Michigan,48,28
2023,SMU,American Athletic,17,34
2023,SUNY Maritime,NEWMAC,19,36
2023,Cornell,Ivy,23,21
2023,Westfield State,MSCAC,8,9
2023,Auburn,SEC,10,27
2023,FDU-Florham,Mid Atlantic,14,6
2023,Kutztown University,Pennsylvania State Athletic,20,3
2023,Sacred Heart,NEC,37,34
2023,Greensboro College,USA South,0,34
2023,Fairmont State,Mountain East,17,14
2023,Lycoming,Landmark Conference,3,59
2023,Georgetown,Patriot,0,30
2023,Stonehill,NEC,0,44
2023,Montclair State,New Jersey,7,43
2023,Mercer,Southern,14,38
2023,Trinity (CT),NESCAC,48,7
2023,Hilbert College,North Coast,7,48
2023,Fort Hays State,Mid America,7,28
2023,Marist,Pioneer,36,30
2023,Lindenwood,Big South-OVC,17,48
2023,St. Augustine's,CIAA,7,10
2023,UNC Pembroke,Mountain East,37,19
2023,Lincoln (MO),Independent DII,0,59
2023,Eastern University,Mid Atlantic,7,45
2023,East Stroudsburg University,Pennsylvania State Athletic,35,21
2023,Reading,Mid Atlantic,15,35
2023,Kings College (PA),Mid Atlantic,0,28
2023,Fort Valley State,SIAC,31,9
2023,Indiana-Pennsylvania,Pennsylvania State Athletic,30,13
2023,Wingate,South Atlantic,31,10
2023,Williams,NESCAC,0,20
2023,Kenyon,North Coast,21,70
2023,Hamilton,NESCAC,14,17
2023,Ohio Wesleyan,North Coast,7,28
2023,West Virginia Wesleyan,Mountain East,16,76
2023,Fitchburg State,MSCAC,3,21
2023,Westminster (PA),Presidents',31,20
2023,Middlebury,NESCAC,21,24
2023,Truman State,Great Lakes,41,7
2023,Bethany (WV),Presidents',20,31
2023,Lenoir-Rhyne,South Atlantic,24,7
2023,Austin,American Southwest,34,23
2023,University of Rochester (NY),Liberty League,29,27
2023,Western New England,Commonwealth Coast,18,26
2023,Lake Erie,Great Midwest Athletic,14,68
2023,Minnesota Morris,Upper Midwest,38,22
2023,Wilson,South Atlantic,14,16
2023,Berry College,Southern Athletic,49,16
2023,Allen,SIAC,34,28
2023,Frostburg State,Mountain East,0,0
2023,Alfred University,Empire 8,9,6
2023,Southern Virginia,USA South,21,27
2023,Clarion,Pennsylvania State Athletic,20,27
2023,Bloomsburg,Pennsylvania State Athletic,0,7
2023,Adrian,Michigan,35,38
2023,Huntingdon College (AL),USA South,41,6
2023,Thiel,Presidents',14,56
2023,Lehigh,Patriot,17,34
2023,John Carroll University,Ohio,34,7
2023,Otterbein,Ohio,0,50
2023,Trine University,Michigan,14,38
2023,Western Michigan,Mid-American,31,49
2023,Baldwin Wallace,Ohio,31,21
2023,Wofford,Southern,14,17
2023,Muskingum University,Ohio,7,74
2023,Concordia Moorhead,Minnesota,49,16
2023,Morehead State,Pioneer,28,35
2023,Colgate,Patriot,7,47
2023,Northern Michigan,GLIAC,27,45
2023,Worcester Polytechnic Institute,NEWMAC,38,17
2023,Macalester,Minnesota,13,38
2023,Birmingham-Southern,Southern Athletic,20,43
2023,Georgia Southern,Sun Belt,40,3
2023,Wisconsin-Lutheran,NACC,0,41
2023,Nebraska Wesleyan,American Rivers,6,56
2023,Bethel (MN),Minnesota,7,27
2023,Western Colorado,Rocky Mountain,35,17
2023,Millikin,CCIW,0,38
2023,Minnesota Duluth,Northern Sun,33,0
2023,Rhode Island,CAA,9,35
2023,Limestone,South Atlantic,38,17
2023,Augsburg,Minnesota,33,31
2023,South Dakota Mines,Rocky Mountain,42,7
2023,Concordia University Chicago,NACC,14,48
2023,Carthage,CCIW,7,38
2023,Morehouse College,SIAC,13,44
2023,Lakeland,NACC,41,20
2023,Indianapolis,Great Lakes,35,10
2023,Central Oklahoma,Mid America,27,38
2023,Castleton,ECFC,0,28
2023,Lane College,SIAC,22,28
2023,Central Missouri,Mid America,58,28
2023,Loras College,American Rivers,23,35
2023,Westminster College (MO),Upper Midwest,7,30
2023,Northern State,Northern Sun,16,39
2023,Minot State,Northern Sun,0,7
2023,Wartburg,American Rivers,63,0
2023,Central College,American Rivers,41,16
2023,Illinois Wesleyan,CCIW,23,70
2023,SUNY Morrisville,Empire 8,20,19
2023,Hamline University,Minnesota,27,31
2023,Oberlin,North Coast,6,59
2023,Michigan Tech,GLIAC,34,31
2023,St. Norbert,NACC,17,21
2023,Minnesota State Moorhead,Northern Sun,27,31
2023,Concordia University St Paul,Northern Sun,10,42
2023,Charleston Southern,Big South-OVC,21,77
2023,Juniata College,Landmark Conference,7,48
2023,Black Hills State,Rocky Mountain,25,23
2023,Utah Tech,UAC,14,59
2023,Southwestern Oklahoma State,Great American,7,41
2023,Benedict College,SIAC,31,3
2023,Slippery Rock,Pennsylvania State Athletic,35,14
2023,Nebraska-Kearney,Mid America,14,33
2023,Chattanooga,Southern,47,24
2023,North Central College,CCIW,59,6
2023,Hartwick,Empire 8,3,52
2023,Northeastern State,Mid America,0,42
2023,McNeese,Southland,28,31
2023,Hendrix College,Southern Athletic,53,42
2023,Savannah St,SIAC,12,15
2023,Virginia University Of Lynchburg,,0,46
2023,Mississippi Valley State,SWAC,3,45
2023,Bemidji State,Northern Sun,41,10
2023,Texas Southern,SWAC,23,35
2023,Maine,CAA,3,28
2023,Monmouth,CAA,20,28
2023,Coast Guard,NEWMAC,14,63
2023,Anna Maria College,ECFC,49,50
2023,Maryland,Big Ten,31,9
2023,Boston College,ACC,28,56
2023,Duke,ACC,41,7
2023,BYU,Big 12,27,38
2023,Ole Miss,SEC,10,24
2023,East Texas A&M,Southland,9,10
2023,UCLA,Pac-12,7,14
2023,Louisiana Tech,Conference USA,14,28
2023,Miami,ACC,41,7
2023,Texas Tech,Big 12,13,20
2023,Florida Atlantic,American Athletic,17,23
2023,Ohio,Mid-American,38,7
2023,Delaware State,MEAC,20,62
2023,Colorado,Pac-12,6,42
2023,New Mexico,Mountain West,34,31
2023,Pennsylvania,Ivy,37,21
2023,Richmond,CAA,20,19
2023,California Lutheran University,So. Cal.,28,49
2023,Findlay,Great Midwest Athletic,31,21
2023,Rice,American Athletic,29,42
2023,Oklahoma State,Big 12,27,34
2023,UTSA,American Athletic,14,45
2023,Merrimack,NEC,27,30
2023,Norfolk State,MEAC,21,14
2023,Ashland,Great Midwest Athletic,30,55
2023,Colorado School Of Mines,Rocky Mountain,55,14
2023,Cal Poly,Big Sky,21,59
2023,Sacramento State,Big Sky,27,36
2023,Montana,Big Sky,14,28
2023,Wilkes,Landmark Conference,20,29
2023,Pace,Northeast 10,24,14
2023,Western Connecticut St,MSCAC,28,35
2023,Catawba,South Atlantic,21,35
2023,Central Washington,Lone Star,17,7
2023,Post University,Independent DII,21,42
2023,Rhodes College,Southern Athletic,14,63
2023,Dayton,Pioneer,25,40
2023,Central Michigan,Mid-American,34,30
2023,Maryville College (TN),USA South,35,37
2023,Clark Atlanta,SIAC,14,55
2023,Eastern Michigan,Mid-American,0,21
2023,Dean College,ECFC,0,63
2023,Fayetteville State,CIAA,10,7
2023,Newberry,South Atlantic,24,17
2023,West Georgia,Gulf South,21,49
2023,Alabama State,SWAC,10,23
2023,Gardner-Webb,Big South-OVC,0,44
2023,Bluefield State,Independent DII,0,30
2023,Keystone,Landmark Conference,10,43
2023,New Haven,Northeast 10,41,14
2023,New Hampshire,CAA,25,29
2023,Glenville State,Mountain East,21,31
2023,Livingstone,CIAA,0,33
2023,UAlbany,CAA,23,17
2023,The Citadel,Southern,10,31
2023,Southeast Missouri State,Big South-OVC,38,41
2023,Northern Colorado,Big Sky,21,35
2023,Elon,CAA,28,24
2023,Georgia Tech,ACC,30,16
2023,Bates,NESCAC,16,44
2023,Liberty,Conference USA,38,6
2023,Ouachita Baptist,Great American,45,25
2023,Northwestern Oklahoma State,Great American,2,41
2023,Nevada,Mountain West,24,35
2023,Johnson C Smith,CIAA,27,20
2023,Abilene Christian,UAC,17,52
2023,Arizona,Pac-12,21,20
2023,Arkansas,SEC,31,34
2023,App State,Sun Belt,19,22
2023,UT Martin,Big South-OVC,37,21
2023,Mississippi College,Gulf South,7,10
2023,Ohio Dominican,Great Midwest Athletic,10,13
2023,Geneva,Presidents',7,42
2023,Capital,Ohio,24,49
2023,Augustana (IL),CCIW,34,41
2023,West Texas A&M,Lone Star,40,41
2023,Shorter,Gulf South,20,56
2023,McMurry,American Southwest,9,50
2023,Oklahoma Baptist,Great American,23,15
2023,Carnegie Mellon,Presidents',14,21
2023,Charlotte,American Athletic,7,22
2023,Nicholls,Southland,7,36
2023,Arkansas Tech,Great American,3,49
2023,Wayne State (NE),Northern Sun,38,35
2023,Harding University,Great American,27,16
2023,Western New Mexico,Lone Star,9,62
2023,North Greenville,Gulf South,3,28
2023,Colorado State,Mountain West,31,23
2023,Houston Christian,Southland,34,19
2023,Oregon State,Pac-12,35,38
2023,Austin Peay,UAC,22,20
2023,Laurinburg,,6,84
2023,Southwest Baptist,Great Lakes,13,27
2023,Sam Houston,Conference USA,7,38
2023,Bethune-Cookman,SWAC,16,22
2023,North American University,,3,63
2023,Southern Miss,Sun Belt,37,44
2023,Lincoln (CA),,0,38
2023,Prairie View A&M,SWAC,23,20
2023,Kennesaw State,FCS Independents,7,17
2023,Mississippi State,SEC,30,37
2023,Memphis,American Athletic,27,34
2023,Minnesota,Big Ten,34,37
2023,Ohio State,Big Ten,17,14
2023,UAB,American Athletic,21,49
2023,Akron,Mid-American,27,29
2023,Texas,Big 12,38,6
2023,Buffalo,Mid-American,38,45
2023,Iowa,Big Ten,0,31
2023,Fort Lewis,Rocky Mountain,24,25
2023,UCF,Big 12,31,44
2023,Montana State,Big Sky,40,0
2023,Eastern New Mexico,Lone Star,31,34
2023,North Carolina,ACC,41,24
2023,Western Illinois,MVFC,17,37
2023,James Madison,Sun Belt,45,38
2023,UNLV,Mountain West,45,28
2023,La Verne,So. Cal.,7,34
2023,Redlands,So. Cal.,38,21
2023,Eastern Washington,Big Sky,27,24
2023,California,Pac-12,32,59
2023,Kent State,Mid-American,10,53
2023,USC,Pac-12,42,28
2023,New Mexico State,Conference USA,17,20
2023,Widener,Mid Atlantic,7,49
2023,Shaw,CIAA,20,17
2023,Washington and Lee,Old Dominion,28,9
2023,Middle Tennessee,Conference USA,10,31
2023,Temple,American Athletic,26,48
2023,Jacksonville State,Conference USA,35,28
2023,Dean College,ECFC,17,75
2023,Muhlenberg,Centennial,28,20
2023,Franklin & Marshall,Centennial,17,19
2023,New Haven,Northeast 10,33,14
2023,Louisville,ACC,13,10
2023,Columbia,Ivy,7,10
2023,Louisiana Tech,Conference USA,24,10
2023,Utah,Pac-12,7,21
2023,Cincinnati,Big 12,27,35
2023,Penn State,Big Ten,41,13
2023,Duquesne,NEC,31,28
2023,Juniata College,Landmark Conference,14,63
2023,Clemson,ACC,31,14
2023,Texas A&M,SEC,34,22
2023,Shippensburg,Pennsylvania State Athletic,23,30
2023,Mass Maritime,MSCAC,10,17
2023,Bridgewater State,MSCAC,38,14
2023,Framingham State,MSCAC,24,14
2023,San Diego,Pioneer,33,55
2023,Central Connecticut,NEC,20,42
2023,East Stroudsburg University,Pennsylvania State Athletic,27,34
2023,Norwich,NEWMAC,21,24
2023,Morgan State,MEAC,3,45
2023,UAB,American Athletic,23,35
2023,Merchant Marine Academy,NEWMAC,17,35
2023,Mars Hill,South Atlantic,23,27
2023,Utah State,Mountain West,34,33
2023,Howard,MEAC,35,10
2023,Florida,SEC,14,33
2023,Louisiana,Sun Belt,24,35
2023,Lock Haven University,Pennsylvania State Athletic,38,31
2023,Buffalo,Mid-American,13,10
2023,Pace,Northeast 10,22,36
2023,South Alabama,Sun Belt,23,31
2023,St. Anselm,Northeast 10,3,6
2023,Alfred State,ECFC,19,40
2023,Belhaven,USA South,35,14
2023,Mississippi College,Gulf South,30,14
2023,Springfield,NEWMAC,42,10
2023,Clarion,Pennsylvania State Athletic,7,37
2023,Wheeling,Mountain East,20,41
2023,USC,Pac-12,48,41
2023,Bryant,Big South-OVC,26,49
2023,Virginia University Of Lynchburg,,10,48
2023,Merrimack,NEC,17,7
2023,Northern State,Northern Sun,26,45
2023,Lehigh,Patriot,7,49
2023,Virginia Union,CIAA,47,7
2023,Stetson,Pioneer,24,34
2023,Davenport,GLIAC,28,0
2023,West Liberty,Mountain East,23,21
2023,Dartmouth,Ivy,23,20
2023,Depauw,North Coast,66,7
2023,University Of Charleston (WV),Mountain East,52,17
2023,Ashland,Great Midwest Athletic,20,6
2023,Notre Dame College,Mountain East,24,21
2023,St. Thomas (MN),Pioneer,20,14
2023,Presbyterian,Pioneer,17,27
2023,Valdosta State,Gulf South,51,36
2023,Fayetteville State,CIAA,28,18
2023,Johnson C Smith,CIAA,21,20
2023,St. Francis (PA),NEC,15,10
2023,Hamilton,NESCAC,14,35
2023,Lagrange College,USA South,26,52
2023,Westminster College (MO),Upper Midwest,17,25
2023,Albany State GA,SIAC,33,27
2023,Amherst,NESCAC,0,49
2023,Gallaudet,ECFC,28,55
2023,Kean,New Jersey,9,21
2023,Trinity University TX,Southern Athletic,46,37
2023,Southeastern Oklahoma State,Great American,7,34
2023,Miles College,SIAC,40,7
2023,St. Lawrence,Liberty League,0,34
2023,Catholic,Landmark Conference,21,50
2023,Hobart College,Liberty League,14,24
2023,Virginia St,CIAA,38,19
2023,Minnesota Morris,Upper Midwest,24,10
2023,Winona State,Northern Sun,14,38
2023,University of Mary,Northern Sun,34,37
2023,Kalamazoo,Michigan,17,44
2023,Gettysburg,Centennial,27,20
2023,Hiram College,North Coast,16,40
2023,Johns Hopkins University,Centennial,55,20
2023,Wabash College,North Coast,31,13
2023,East Tennessee State,Southern,28,42
2023,Northwood (MI),Great Midwest Athletic,18,40
2023,Winston-Salem,CIAA,27,30
2023,Cortland,Empire 8,52,15
2023,Randolph-Macon,Old Dominion,70,14
2023,Bowdoin,NESCAC,27,34
2023,West Virginia State,Mountain East,51,16
2023,Hartwick,Empire 8,7,48
2023,Keystone,Landmark Conference,34,58
2023,Methodist,USA South,7,52
2023,Bridgewater (VA),Old Dominion,39,38
2023,Williams,NESCAC,10,28
2023,Defiance College,Heartland,27,21
2023,Bluffton,Heartland,24,31
2023,Heidelberg,Ohio,20,17
2023,Otterbein,Ohio,31,35
2023,MIT,NEWMAC,14,36
2023,Manchester,Heartland,14,69
2023,Eastern Michigan,Mid-American,23,26
2023,Wilmington (OH),Ohio,7,59
2023,Ohio Northern,Ohio,0,35
2023,Austin Peay,UAC,52,10
2023,Virginia,ACC,24,27
2023,Cornell College (IA),Midwest,36,33
2023,Southwest Baptist,Great Lakes,33,38
2023,Youngstown State,MVFC,41,44
2023,Illinois Wesleyan,CCIW,45,17
2023,Bloomsburg,Pennsylvania State Athletic,21,24
2023,Augustana University (SD),Northern Sun,49,29
2023,Colgate,Patriot,35,25
2023,Drake,Pioneer,16,9
2023,Western Carolina,Southern,49,14
2023,Southwest Minnesota State,Northern Sun,15,16
2023,Wittenberg,North Coast,27,24
2023,North Carolina A&T,CAA,28,26
2023,Hampton,CAA,31,14
2023,William & Mary,CAA,6,14
2023,South Dakota,MVFC,24,19
2023,Saint John's (MN),Minnesota,27,24
2023,Truman State,Great Lakes,56,24
2023,St. Olaf,Minnesota,49,25
2023,Rockford,NACC,20,52
2023,Dubuque,American Rivers,16,55
2023,Mercyhurst,Pennsylvania State Athletic,24,40
2023,St. Norbert,NACC,24,21
2023,Alderson-Broaddus,Mountain East,0,0
2023,Monmouth (IL),Midwest,17,20
2023,Howard Payne,American Southwest,33,40
2023,Brevard College,USA South,34,24
2023,Carroll University (WI),CCIW,19,23
2023,Wisconsin-Eau Claire,Wisconsin,24,17
2023,St. Scholastica,Minnesota,23,17
2023,Salisbury,New Jersey,14,24
2023,UVA Wise,South Atlantic,3,56
2023,Luther,American Rivers,10,35
2023,Northwest Missouri St,Mid America,38,41
2023,Anderson (IN),Heartland,3,64
2023,Chadron St,Rocky Mountain,7,35
2023,Wilson,South Atlantic,17,14
2023,Washington & Jefferson,Presidents',24,31
2023,Elmhurst,CCIW,20,27
2023,Wisconsin-Platteville,Wisconsin,16,27
2023,Gustavus Adolphus,Minnesota,28,37
2023,Fordham,Patriot,24,28
2023,Trine University,Michigan,30,70
2023,Shenandoah,Old Dominion,38,3
2023,Chicago,Midwest,48,7
2023,Northwestern (MN),Upper Midwest,42,38
2023,Eureka College,NACC,10,70
2023,Marietta,Ohio,42,21
2023,LYONCOLL,,14,52
2023,Coe College,American Rivers,21,27
2023,North Central College,CCIW,54,35
2023,Lawrence University,Midwest,16,34
2023,Sewanee,Southern Athletic,20,19
2023,North Park,CCIW,7,41
2023,Lane College,SIAC,34,24
2023,Simpson College (IA),American Rivers,55,28
2023,Carleton,Minnesota,36,35
2023,CSU Pueblo,Rocky Mountain,85,7
2023,Wayne State (NE),Northern Sun,48,22
2023,Wisconsin-Whitewater,Wisconsin,37,21
2023,Miami (OH),Mid-American,23,3
2023,Endicott College,Commonwealth Coast,66,0
2023,Case Western Reserve,Presidents',34,12
2023,Adams State,Rocky Mountain,21,14
2023,Washburn,Mid America,21,27
2023,Wisconsin-Stout,Wisconsin,40,45
2023,Missouri Southern State,Mid America,27,30
2023,Southern Arkansas,Great American,28,21
2023,Tuskegee,SIAC,3,58
2023,Weber State,Big Sky,28,21
2023,Towson,CAA,54,51
2023,Lincoln (CA),,7,52
2023,Castleton,ECFC,14,31
2023,Minnesota State Mankato,Northern Sun,27,24
2023,Southwestern University,Southern Athletic,7,31
2023,East Central (OK),Great American,35,28
2023,Pittsburg St,Mid America,42,7
2023,Arizona State,Pac-12,21,24
2023,North Dakota,MVFC,21,42
2023,Lake Forest College,Midwest,50,0
2023,Colorado Mesa,Rocky Mountain,7,43
2023,Hope College,Michigan,30,21
2023,Waynesburg,Presidents',14,15
2023,Northern Michigan,GLIAC,3,78
2023,Concordia-Wisconsin,NACC,57,42
2023,Bowling Green,Mid-American,38,27
2023,Georgia,SEC,27,20
2023,Northern Illinois,Mid-American,33,35
2023,Ball State,Mid-American,24,42
2023,Old Dominion,Sun Belt,35,41
2023,Illinois,Big Ten,19,44
2023,Bucknell,Patriot,22,56
2023,Villanova,CAA,10,31
2023,Arkansas State,Sun Belt,52,28
2023,Houston,Big 12,28,49
2023,Michigan,Big Ten,45,7
2023,Baylor,Big 12,36,35
2023,Wagner,NEC,3,52
2023,Kansas,Big 12,14,40
2023,Indiana,Big Ten,17,44
2023,South Florida,American Athletic,44,30
2023,Stony Brook,CAA,28,56
2023,Idaho State,Big Sky,20,28
2023,Campbell,CAA,48,49
2023,Missouri,SEC,38,21
2023,Tarleton State,UAC,14,13
2023,Idaho,Big Sky,44,36
2023,Redlands,So. Cal.,24,7
2023,Willamette,Northwest,14,70
2023,New Mexico,Mountain West,26,35
2023,Puget Sound,Northwest,14,28
2023,Pacific Lutheran,Northwest,13,42
2023,Kentucky Wesleyan,Great Midwest Athletic,21,27
2023,Portland State,Big Sky,22,38
2023,Bowie State,CIAA,18,31
2023,Boise State,Mountain West,32,35
2023,VMI,Southern,3,38
2023,Pomona Pitzer,So. Cal.,20,30
2023,Hawai'i,Mountain West,20,44
2023,Gannon,Pennsylvania State Athletic,23,6
2023,Millsaps,Southern Athletic,14,8
2023,Delta State,Gulf South,47,17
2023,Upper Iowa University,Northern Sun,13,30
2023,Washington and Lee,Old Dominion,25,20
2023,UMass Dartmouth,MSCAC,21,52
2023,Emporia State University,Mid America,31,34
2023,Missouri State,MVFC,20,33
2023,University of Rochester (NY),Liberty League,29,22
2023,Harvard,Ivy,38,28
2023,Southern,SWAC,27,0
2023,LSU,SEC,49,55
2023,Alcorn State,SWAC,23,20
2023,Grand Valley State University,GLIAC,55,14
2023,College Of New Jersey,New Jersey,7,42
2023,Concordia-Michigan,,24,23
2023,Chattanooga,Southern,23,13
2023,Brockport,Empire 8,35,18
2023,Kennesaw State,FCS Independents,10,13
2023,ERSKINE,South Atlantic,0,45
2023,Carson-Newman College,South Atlantic,34,21
2023,Emory & Henry College,South Atlantic,13,30
2023,Edward Waters,SIAC,26,25
2023,Indiana-Pennsylvania,Pennsylvania State Athletic,21,42
2023,Walsh,Great Midwest Athletic,30,16
2023,Morehouse College,SIAC,3,27
2023,Colby College,NESCAC,30,24
2023,Oregon,Pac-12,42,6
2023,Troy,Sun Belt,28,7
2023,East Texas A&M,Southland,27,56
2023,East Carolina,American Athletic,17,24
2023,Abilene Christian,UAC,31,45
2023,Carnegie Mellon,Presidents',19,3
2023,Coastal Carolina,Sun Belt,28,38
2023,Angelo State,Lone Star,23,14
2023,Saint Vincent,Presidents',28,19
2023,West Florida,Gulf South,48,24
2023,Indiana State,MVFC,28,30
2023,Tennessee State,Big South-OVC,10,20
2023,Northwestern Oklahoma State,Great American,21,44
2023,Eastern Illinois,Big South-OVC,19,10
2023,Texas A&M-Kingsville,Lone Star,17,29
2023,Southwestern Oklahoma State,Great American,0,64
2023,Fort Valley State,SIAC,49,21
2023,Tiffin,Great Midwest Athletic,47,9
2023,Lewis & Clark College,Northwest,37,31
2023,Indianapolis,Great Lakes,26,13
2023,Texas Lutheran,American Southwest,34,37
2023,Utah Tech,UAC,20,41
2023,Iowa State,Big 12,20,50
2023,Texas State,Sun Belt,50,36
2023,Grambling,SWAC,35,20
2023,Florida A&M,SWAC,31,7
2023,Eastern Kentucky,UAC,32,22
2023,Austin,American Southwest,7,35
2023,Lamar,Southland,21,19
2023,Charlotte,American Athletic,16,34
2023,Michigan State,Big Ten,16,26
2023,South Carolina,SEC,20,41
2023,Notre Dame,FBS Independents,21,14
2023,Henderson State,Great American,27,14
2023,Central Washington,Lone Star,55,17
2023,West Virginia,Big 12,24,21
2023,San Diego State,Mountain West,10,49
2023,South Dakota Mines,Rocky Mountain,49,14
2023,Nicholls,Southland,31,10
2023,Western Oregon,Lone Star,37,36
2023,UC Davis,Big Sky,31,13
2023,Central Arkansas,UAC,29,27
2023,Pittsburgh,ACC,21,38
2023,Lincoln (MO),Independent DII,3,71
2023,App State,Sun Belt,41,40
2023,Alabama,SEC,40,17
2023,Northern Arizona,Big Sky,30,31
2023,Chapman,So. Cal.,21,24
2023,Washington,Pac-12,31,24
2023,Nevada,Mountain West,9,27
2023,Jacksonville State,Conference USA,45,30
2023,Florida International,Conference USA,17,34
2023,Sam Houston,Conference USA,16,21
2023,Concord University,Mountain East,9,42
2023,Western Kentucky,Conference USA,35,28
2023,Cornell,Ivy,23,41
2023,Gettysburg,Centennial,28,49
2023,Bridgewater State,MSCAC,35,7
2023,Kansas State,Big 12,21,29
2023,Nebraska,Big Ten,20,7
2023,Huntingdon College (AL),USA South,3,29
2023,Wilkes,Landmark Conference,48,35
2023,Edinboro University,Pennsylvania State Athletic,12,23
2023,Stevenson,Mid Atlantic,38,0
2023,Moravian,Landmark Conference,36,28
2023,Hanover College,Heartland,21,0
2023,Ithaca College,Liberty League,20,17
2023,Berry College,Southern Athletic,52,10
2023,Framingham State,MSCAC,40,7
2023,Dean College,ECFC,14,47
2023,LYONCOLL,,15,41
2023,Lenoir-Rhyne,South Atlantic,31,28
2023,Hilbert College,North Coast,20,34
2023,Toledo,Mid-American,41,24
2023,FDU-Florham,Mid Atlantic,14,17
2023,Coast Guard,NEWMAC,7,38
2023,William & Mary,CAA,13,27
2023,American International,Northeast 10,14,38
2023,Rutgers,Big Ten,13,24
2023,Centre College Kentucky,Southern Athletic,3,31
2023,West Virginia State,Mountain East,24,31
2023,Post University,Independent DII,7,38
2023,Eastern University,Mid Atlantic,8,25
2023,Oklahoma,Big 12,34,30
2023,Rhode Island,CAA,34,30
2023,Sacred Heart,NEC,13,23
2023,Boston College,ACC,27,24
2023,LSU,SEC,49,39
2023,Western Michigan,Mid-American,28,41
2023,Maryland,Big Ten,17,37
2023,Hillsdale,Great Midwest Athletic,21,35
2023,Springfield,NEWMAC,38,10
2023,Marist,Pioneer,0,16
